Name,Player Name,Team,Country,Age,Position,Picture Url,Appearances,Assist,Ball Recovery,Block,Block Cross,Clearance,Create Chance,Cross,Dribble Success,Foul,Fouled,Free Kick,Goal,Header Won,Intercept,Own Goal,Passing,Penalty Goal,Saves,Shoot Off Target,Shoot On Target,Tackle,Yellow Card
D. PAMUNGKAS,DONY TRI PAMUNGKAS,PERSIJA JAKARTA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21021640.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBARÃO,BRUNO NUNES DE BARROS,PERSIJA JAKARTA,BRAZIL,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25234927.png,2,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FABIO CALONEGO,FABIO DA SILVA CALONEGO,PERSIJA JAKARTA,BRAZIL,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25088454.png,4,1,8,1,0,4,4,1,0,2,0,3,0,3,10,0,135,0,0,2,1,7,1
EKSEL J R,EKSEL TIMOTHY JOSEPH RUNTUKAHU,PERSIJA JAKARTA,INDONESIA,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1711188050.png,4,0,0,0,1,0,0,0,0,6,0,0,1,1,2,0,0,0,0,1,1,0,0
MAXWELL,EMAXWELL SOUZA DE LIMA,PERSIJA JAKARTA,BRAZIL,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25081697.png,4,0,2,0,0,0,0,0,1,4,6,0,4,2,0,0,47,0,0,6,5,3,0
FIKRON A,FIKRON AFRIYANTO,PERSIJAP JEPARA,INDONESIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2015606995.png,4,0,0,3,0,7,0,1,1,0,0,7,0,0,13,0,55,0,0,0,1,2,0
DOUGLAS,DOUGLAS NONATO OLIVEIRA CRUZ,PERSIJAP JEPARA,BRAZIL,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24281513.png,3,0,0,1,0,5,0,0,0,0,0,2,0,3,8,0,0,0,0,1,0,3,1
ELVIS.S,ELVIS SAKYI,PERSIJAP JEPARA,GHANA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25070202.png,5,0,8,0,0,8,0,0,0,6,1,6,0,5,3,0,94,0,0,2,1,3,2
INDRA ARYA,INDRA ARYA PERCEKA WIGUNA,PERSIJAP JEPARA,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21270273.png,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
HERIANSYAH,HERIANSYAH YAN,PERSIJAP JEPARA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24259767.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSALVO,ROSALVO CANDIDO ROSA JUNIOR,PERSIJAP JEPARA,BRAZIL,34,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23035353.png,5,1,0,1,0,0,3,0,3,4,5,0,1,8,0,0,56,0,0,1,3,0,2
SUDI,SUDI ABDALLAH,PERSIJAP JEPARA,BURUNDI,25,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24080736.png,5,0,0,0,0,1,4,0,0,4,3,0,2,3,0,0,0,1,0,1,6,0,0
R. HIDAYAT,RAHMAT HIDAYAT,PERSIJAP JEPARA,INDONESIA,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23156683.png,5,0,2,1,1,11,3,1,2,6,2,0,0,3,24,0,126,0,0,0,2,8,0
FIRMAN,FIRMAN RAMADHAN,PERSIJAP JEPARA,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21143099.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARDI,ARDI ARDIANA,PERSIJAP JEPARA,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23260483.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENDRI JOHANSAH,MOCH. SENDRI JOHANSAH,PERSIJAP JEPARA,INDONESIA,32,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1611200257.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RENDI,RENDI SAEPUL,PERSIJAP JEPARA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24030716.png,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAUFA,MUHAMMAD RAUFA AGHASTYA,PERSIJAP JEPARA,INDONESIA,20,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22140319.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESTU AKBAR,RESTU MUHAMAD AKBAR,PERSIJAP JEPARA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21201781.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVID,DAVID LALY,PERSIJAP JEPARA,INDONESIA,34,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE3075.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR. SOKOY,FRANC RIKHART SOKOY,PERSIJAP JEPARA,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1718931274.png,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRITO,DIOGO ARAUJO BRITO,PERSIJAP JEPARA,PORTUGAL,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25070140.png,5,0,4,2,0,10,3,0,0,5,1,9,0,15,11,0,110,0,0,3,2,0,1
FELIX,FELIX MARCELINO,PERSIJAP JEPARA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21067896.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RODRIGO,RODRIGO MOURA DO NASCIMENTO,PERSIJAP JEPARA,BRAZIL,29,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25079876.png,5,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,70,0,7,0,0,0,1
ALEXIS,ALEXIS NAHUEL GÓMEZ,PERSIJAP JEPARA,ARGENTINA,25,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25073690.png,4,1,10,0,1,0,9,4,3,4,6,7,0,2,0,0,97,0,0,3,2,4,2
K.HAMISI,WAHYUDI SETIAWAN HAMISI,PERSIJAP JEPARA,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1815939941.png,5,0,5,0,0,7,2,1,2,6,6,4,0,4,15,0,124,0,0,1,4,12,2
ZAHRAN,ZAHRAN RIZKI ALAMSAH,PERSIJAP JEPARA,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22074705.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAKUBU,NAJEEB YAKUBU,PERSIJAP JEPARA,GHANA,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071816.png,5,0,4,1,2,8,0,0,2,6,10,4,0,5,11,0,128,0,0,0,0,10,1
DICKY,DICKY KURNIAWAN ARIFIN,PERSIJAP JEPARA,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2019450988.png,5,1,0,0,1,0,3,1,1,3,1,7,1,0,4,0,0,0,0,2,3,2,0
KALLON,PRINCE PATRICK KALLON,PERSIJAP JEPARA,INDONESIA,23,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2019266052.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADZIKRY,MUHAMMAD ADZIKRY FADLILLAH,PERSIJAP JEPARA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21148529.png,3,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
SEVA BERNADINE,SEVA BERNADINE SETIADI,PERSIJAP JEPARA,INDONESIA,18,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21194783.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIZKI HIDAYAT,RIZKI HIDAYAT,PERSIJAP JEPARA,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1614518433.png,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
FRANÇA,CARLOS HENRIQUE FRANÇA FREIRES,PERSIJAP JEPARA,BRAZIL,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25078917.png,5,0,3,0,0,0,4,1,5,8,20,2,2,5,0,0,63,0,0,5,4,10,3
SANGGASI,PUTRA SHEVA SANGGASI,PERSIJAP JEPARA,INDONESIA,21,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22072384.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEO,LEONARDO NAVACCHIO,PERSIK KEDIRI,PORTUGAL,33,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24236853.png,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,67,0,11,0,1,0,0
KIKO,FRANCISCO PEREIRA CARNEIRO,PERSIK KEDIRI,PORTUGAL,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23032818.png,5,0,4,5,2,15,0,0,2,3,6,6,0,7,21,0,193,0,0,0,0,6,1
I. GARCIA,IMANOL GARCIA LUGEA,PERSIK KEDIRI,SPAIN,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25080082.png,4,0,0,2,0,3,0,0,0,8,0,3,2,8,10,0,110,0,0,1,3,14,1
LUCAO,LUCAS GAMA MOREIRA,PERSIK KEDIRI,BRAZIL,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22226489.png,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
BAYU OTTO,KRISNA BAYU OTTO KARTIKA,PERSIK KEDIRI,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1918985595.png,2,0,2,0,0,0,0,0,0,4,4,0,0,0,5,0,43,0,0,0,0,0,1
YUSUF,YUSUF MEILANA FUAD BURHANI,PERSIK KEDIRI,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1711389466.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
T. CASTANHEIRA,TELMO FERREIRA CASTANHEIRA,PERSIK KEDIRI,PORTUGAL,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25087810.png,5,0,7,0,0,4,0,1,1,7,6,8,1,3,8,0,158,0,0,2,5,4,1
WALIAN,EZRA HARM RUUD WALIAN,PERSIK KEDIRI,INDONESIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1916737060.png,4,2,2,0,0,2,0,4,1,3,4,13,1,0,6,0,99,0,0,0,6,5,0
ADY EKO,ADY EKO JAYANTO,PERSIK KEDIRI,INDONESIA,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1717031555.png,4,0,3,1,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,1
FARIS ADITAMA,,PERSIK KEDIRI,INDONESIA,37,,https://assets.ligaindonesiabaru.com/uploads/images/player/PE989.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUKHTAROV,KHURSHIDBEK MUKHTOROV,PERSIK KEDIRI,UZBEKISTAN,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25083109.png,5,0,4,4,0,16,0,0,1,7,3,4,0,9,9,0,181,0,0,2,0,10,1
LUGO,WILLIAMS JOSE LUGO LADERA,PERSIK KEDIRI,VENEZUELA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24077870.png,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ABI,SYAHRIAN ABIMANYU,PERSIK KEDIRI,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1716520691.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAVIN KWAN,GAVIN KWAN ADSIT,PERSIK KEDIRI,INDONESIA,29,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7596.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RENDY SANJAYA,I GUSTI MADE RENDY SANJAYA PUTRA,PERSIK KEDIRI,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23289360.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P. MATOS,PEDRO MIGUEL SERRA MATOS,PERSIK KEDIRI,PORTUGAL,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25081211.png,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSE ENRIQUE,JOSE ENRIQUE RODRIGUEZ,PERSIK KEDIRI,SPAIN,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25081253.png,5,1,0,0,0,0,0,0,0,8,4,0,2,4,0,0,0,0,0,5,3,0,2
HENHEN HERDIANA,HENHEN HERDIANA,PERSIK KEDIRI,INDONESIA,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1613084412.png,1,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,0
MOCH. SUPRIADI,MOCH. SUPRIADI,PERSIK KEDIRI,INDONESIA,23,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21016024.png,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
YOGA,YOGA ADIYATAMA,PERSIK KEDIRI,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1814338989.png,4,0,4,0,4,6,0,3,2,0,5,0,0,0,7,0,98,0,0,2,0,10,1
N. SETIAWAN,NOVRI SETIAWAN,PERSIK KEDIRI,INDONESIA,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6082.png,4,0,2,0,0,6,0,1,1,10,10,0,0,4,5,0,116,0,0,1,0,6,1
ABHIRAMA,MUHAMMAD RIZQI ABHIRAMA,PERSIK KEDIRI,INDONESIA,24,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22230206.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO S.,HUGO SAMIR,PERSIK KEDIRI,INDONESIA,20,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21159518.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRKHAM MILA,IRKHAM ZAHRUL MILA,PERSIK KEDIRI,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1616579895.png,3,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,1,0,0
HUSNA AL MALIK,HUSNA AL MALIK RIWANI SAPUTRA,PERSIK KEDIRI,INDONESIA,22,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21257786.png,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
WIGI,WIGI PRATAMA,PERSIK KEDIRI,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2119859924.png,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
MARIO,VAVA MARIO YAGALO,PERSIK KEDIRI,INDONESIA,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6382.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAIKAL,HAIKAL RIHKA RIZA,PERSIK KEDIRI,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22151958.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ATIEDA,SYLVAIN JUSTIN ATIEDA,PERSIK KEDIRI,FRANCE,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25115806.png,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0
RIFQI RAY,RIFQI RAY FARANDI,PERSIK KEDIRI,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21152781.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. FIRLI,MUHAMAD FIRLI,PERSIK KEDIRI,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1719684753.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. ZIDANE,MOCHAMAD ZIDANE AFREZA,PERSIK KEDIRI,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22106667.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. KHANAFI,MOHAMMAD KHANAFI,PERSIK KEDIRI,INDONESIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619996957.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YANDI SOFYAN,YANDI SOFYAN MUNAWAR,PERSIK KEDIRI,INDONESIA,33,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6022.png,5,1,0,0,0,0,0,0,0,3,4,0,0,3,0,0,51,0,0,0,1,2,0
M . RIYANDI,MUHAMAD RIYANDI,PERSIS SOLO,INDONESIA,25,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1615955505.png,5,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,126,0,17,0,0,0,0
SANJAYA,IBRAHIM SANJAYA,PERSIS SOLO,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1613750305.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANDRO,XANDRO DYLAN SCHENK,PERSIS SOLO,NETHERLANDS,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25096098.png,5,0,3,7,0,11,1,0,0,4,0,14,0,2,12,0,251,0,0,0,0,3,1
TUTUARIMA,JORDY SOLEMAN GRADUS TUTUARIMA,PERSIS SOLO,NETHERLANDS,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25138139.png,4,0,3,4,1,6,3,3,4,4,2,7,1,1,9,0,140,0,0,0,1,7,0
SULE,FUAT DAPO SULE,PERSIS SOLO,REPUBLIC OF IRELAND,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25080307.png,1,0,0,0,1,1,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0
JAUHARI,IRFAN JAUHARI,PERSIS SOLO,INDONESIA,24,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2017094116.png,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0
KAKA,ARKHAN KAKA PUTRA PURWANTO,PERSIS SOLO,INDONESIA,18,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21129938.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KASTANEER OSEPA,GERVANE ZJANDRIC ADONNIS KASTANEER,PERSIS SOLO,NETHERLANDS,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25143819.png,3,0,0,1,0,2,0,0,1,4,0,0,0,2,0,0,0,0,0,3,1,4,1
KODAI,KODAI TANAKA,PERSIS SOLO,JAPAN,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25084625.png,5,1,5,0,1,3,5,0,1,0,6,0,1,5,0,0,71,0,0,1,4,3,0
MS. SAIMIMA,MOH. SIDIK SAIMIMA,PERSIS SOLO,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7781.png,4,0,5,0,0,3,0,0,0,5,3,1,0,0,3,0,105,0,0,0,1,6,1
SHO,SHO YAMAMOTO,PERSIS SOLO,JAPAN,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22119594.png,4,0,0,0,0,0,2,0,3,0,13,5,2,2,2,0,84,0,0,0,3,0,2
GIO,GIOVANI JORIM HERZON DACOSTA NUMBERI,PERSIS SOLO,INDONESIA,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1818029480.png,5,1,7,1,1,6,0,2,6,4,0,1,0,4,12,0,177,0,0,0,0,13,0
ARAPENTA,ARAPENTA LINGKA POERBA,PERSIS SOLO,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1711287537.png,5,0,4,0,0,0,0,0,1,6,8,5,0,0,4,0,161,0,0,0,0,3,1
C.SANTOS,JOSE CLEYLTON DE MORAIS DOS SANTOS,PERSIS SOLO,BRAZIL,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25108646.png,5,0,4,3,0,19,1,0,0,6,5,12,1,14,20,0,250,0,0,2,2,11,2
M . FAZA,MUHAMMAD FAZA AL FIRDAUS,PERSIS SOLO,INDONESIA,20,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22149573.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN,SUTANTO TAN,PERSIS SOLO,INDONESIA,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21012314.png,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GEDE ADITYA,I GEDE ADITYA JULI ANTARA,PERSIS SOLO,INDONESIA,21,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23283773.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYLIAN,BRYLIAN NEGIEHTA DWIKI ALDAMA,PERSIS SOLO,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1814483337.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAN MIZIAR,RIAN MIZIAR,PERSIS SOLO,INDONESIA,35,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2736.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOCIJAN,MATEO KOCIJAN,PERSIS SOLO,CROATIA,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24091649.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YULFIKAR,YULFIKAR MANSUR BAYUAJI,PERSIS SOLO,INDONESIA,19,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21092371.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAQIH,MUHAMMAD FAQIH MAULANA,PERSIS SOLO,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22229449.png,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
